"WorkItemID","RequirementID","Priority","SubsystemCode","AssignedToID","AssignedToName","OpenedDate","ClosedDate","EstimateHours","ActualHours","WorkItemStatus"
"WI-1023","REQ-0506","ShouldShip","COMM-LNK","P-005","Elena Lindqvist","2026-05-26","2026-07-22","31.5","45.5","Closed"
"WI-1024","REQ-0506","ShouldShip","COMM-LNK","P-001","Aditi Halvorsen","2025-08-01","2025-09-19","20.9","28.2","Closed"
"WI-1025","REQ-0507","MustShip","GND-CTRL","P-003","Camille Villalobos","2025-11-03","2025-12-20","34.4","45.3","Closed"
"WI-1026","REQ-0507","MustShip","GND-CTRL","P-015","Olabisi Jindal","2025-01-15","2025-02-08","20.3","20.7","Closed"
"WI-1027","REQ-0508","ShouldShip","DIAG-LOG","P-015","Olabisi Jindal","2025-11-13","2025-12-19","7.6","9.0","Closed"
"WI-1028","REQ-0508","ShouldShip","DIAG-LOG","P-011","Katya Fairweather","2025-04-02","2025-05-29","2.0","2.9","Closed"
"WI-1029","REQ-0508","ShouldShip","DIAG-LOG","P-006","Farid Saltzman","2025-04-18","2025-04-28","20.7","17.4","Closed"
"WI-1030","REQ-0509","Nice","PWR-MGMT","P-007","Grace Baptiste","2025-03-16","2025-04-25","19.8","24.2","Closed"
"WI-1031","REQ-0509","Nice","PWR-MGMT","P-011","Katya Fairweather","2025-01-21","2025-02-08","32.5","31.0","Closed"
"WI-1032","REQ-0509","Nice","PWR-MGMT","P-013","Mei Thackeray","2025-12-14","2026-01-10","27.8","29.7","Closed"
"WI-1033","REQ-0510","MustShip","GND-CTRL","P-014","Nils Castellan","2025-11-05","2025-12-23","21.2","28.1","Closed"
"WI-1034","REQ-0511","ShouldShip","PWR-MGMT","P-012","Liam Moreau","2026-05-24","2026-05-27","26.9","20.3","Closed"
"WI-1035","REQ-0512","Nice","DIAG-LOG","P-017","Quentin Zielinski","2026-05-01","2026-05-28","21.9","23.1","Closed"
"WI-1036","REQ-0514","MustShip","FLT-CTRL","P-002","Bruno Oyelaran","2026-04-17","2026-04-26","21.1","17.7","Closed"
"WI-1037","REQ-0514","MustShip","FLT-CTRL","P-017","Quentin Zielinski","2026-01-17","2026-03-13","28.5","40.6","Closed"
"WI-1038","REQ-0514","MustShip","FLT-CTRL","P-021","Ulrike Dalgleish","2026-04-18","2026-06-01","23.7","30.2","Closed"
"WI-1039","REQ-0515","MustShip","REL-MECH","P-018","Rafael Grigorescu","2026-03-16","2026-04-09","9.8","10.0","Closed"
"WI-1040","REQ-0516","ShouldShip","GND-CTRL","P-006","Farid Saltzman","2025-11-07","2025-12-18","18.1","22.3","Closed"
"WI-1041","REQ-0516","ShouldShip","GND-CTRL","P-005","Elena Lindqvist","2026-03-31","2026-04-22","22.4","22.4","Closed"
"WI-1042","REQ-0516","ShouldShip","GND-CTRL","P-005","Elena Lindqvist","2026-04-15","2026-05-07","4.1","4.1","Closed"
"WI-1043","REQ-0517","Nice","REL-MECH","P-011","Katya Fairweather","2025-11-25","2026-01-21","18.5","26.6","Closed"
"WI-1044","REQ-0517","Nice","REL-MECH","P-019","Sana Nakamura","2025-11-26","2025-12-15","19.0","18.3","Closed"
"WI-1045","REQ-0517","Nice","REL-MECH","P-010","Jonas Weatherby","2026-01-21","2026-02-18","6.9","7.4","Closed"
"WI-1046","REQ-0517","Nice","REL-MECH","P-003","Camille Villalobos","2025-08-27","2025-10-19","30.8","43.0","Closed"
"WI-1047","REQ-0518","Nice","REL-MECH","P-019","Sana Nakamura","2025-03-09","2025-04-23","20.0","25.7","Closed"
"WI-1048","REQ-0518","Nice","REL-MECH","P-010","Jonas Weatherby","2025-07-21","2025-09-04","24.9","32.0","Closed"
"WI-1049","REQ-0518","Nice","REL-MECH","P-003","Camille Villalobos","2026-02-27","2026-03-04","23.3","18.2","Closed"
"WI-1050","REQ-0519","ShouldShip","GND-CTRL","P-004","Dmitri Eriksen","2025-11-29","2026-01-23","33.4","47.5","Closed"
"WI-1051","REQ-0519","ShouldShip","GND-CTRL","P-018","Rafael Grigorescu","2025-10-20","","32.0","","InProgress"
"WI-1052","REQ-0519","ShouldShip","GND-CTRL","P-015","Olabisi Jindal","2026-01-12","2026-01-24","26.5","23.0","Closed"
"WI-1053","REQ-0520","ShouldShip","NAV-SENS","P-008","Hiroshi Ibarra","2026-03-03","2026-04-09","17.6","20.9","Closed"
"WI-1054","REQ-0520","ShouldShip","NAV-SENS","P-013","Mei Thackeray","2025-04-29","2025-06-05","24.9","29.7","Closed"
"WI-1055","REQ-0520","ShouldShip","NAV-SENS","P-007","Grace Baptiste","2025-01-20","2025-02-15","9.8","10.3","Closed"
"WI-1056","REQ-0521","MustShip","REL-MECH","P-008","Hiroshi Ibarra","2025-04-15","2025-05-02","20.5","19.2","Closed"
"WI-1057","REQ-0522","ShouldShip","FLT-CTRL","P-009","Imani Petrovic","2026-03-05","2026-04-05","10.8","12.0","Closed"
"WI-1058","REQ-0523","MustShip","REL-MECH","P-008","Hiroshi Ibarra","2025-10-03","2025-10-21","30.1","28.6","Closed"
"WI-1059","REQ-0523","MustShip","REL-MECH","P-019","Sana Nakamura","2026-03-02","2026-03-27","11.7","12.1","Closed"
"WI-1060","REQ-0524","MustShip","NAV-SENS","P-008","Hiroshi Ibarra","2026-05-27","2026-07-15","5.6","7.5","Closed"
"WI-1061","REQ-0524","MustShip","NAV-SENS","P-008","Hiroshi Ibarra","2026-03-17","2026-05-10","28.8","40.5","Closed"
"WI-1062","REQ-0525","Nice","COMM-LNK","P-018","Rafael Grigorescu","2025-04-18","2025-04-29","7.8","6.7","Closed"
"WI-1063","REQ-0526","ShouldShip","DIAG-LOG","P-008","Hiroshi Ibarra","2026-05-05","2026-05-25","11.1","10.8","Closed"
"WI-1064","REQ-0526","ShouldShip","DIAG-LOG","P-017","Quentin Zielinski","2025-07-15","2025-07-24","31.2","25.9","Closed"
"WI-1065","REQ-0527","ShouldShip","GND-CTRL","P-003","Camille Villalobos","2025-01-08","2025-02-05","29.1","31.2","Closed"
"WI-1066","REQ-0527","ShouldShip","GND-CTRL","P-017","Quentin Zielinski","2026-04-09","2026-05-30","18.4","25.1","Closed"
"WI-1067","REQ-0528","MustShip","FLT-CTRL","P-011","Katya Fairweather","2025-06-13","2025-07-12","8.6","9.4","Closed"
"WI-1068","REQ-0529","MustShip","NAV-SENS","P-010","Jonas Weatherby","2025-04-19","2025-06-14","12.8","18.3","Closed"
"WI-1069","REQ-0529","MustShip","NAV-SENS","P-001","Aditi Halvorsen","2025-01-09","2025-01-27","2.0","1.9","Closed"
"WI-1070","REQ-0530","MustShip","DIAG-LOG","P-011","Katya Fairweather","2026-06-18","2026-08-12","31.9","45.4","Closed"
"WI-1071","REQ-0530","MustShip","DIAG-LOG","P-006","Farid Saltzman","2025-06-21","2025-07-16","14.1","14.7","Closed"
"WI-1072","REQ-0530","MustShip","DIAG-LOG","P-001","Aditi Halvorsen","2026-06-23","2026-07-09","26.4","24.4","Closed"
"WI-1073","REQ-0531","ShouldShip","FLT-CTRL","P-006","Farid Saltzman","2026-02-23","2026-03-13","18.5","17.5","Closed"
"WI-1074","REQ-0531","ShouldShip","FLT-CTRL","P-011","Katya Fairweather","2026-04-11","2026-05-07","12.6","13.3","Closed"
"WI-1075","REQ-0531","ShouldShip","FLT-CTRL","P-018","Rafael Grigorescu","2025-10-02","","2.5","","InProgress"
"WI-1076","REQ-0532","ShouldShip","NAV-SENS","P-021","Ulrike Dalgleish","2026-06-02","2026-07-17","6.3","8.0","Closed"
"WI-1077","REQ-0533","MustShip","NAV-SENS","P-004","Dmitri Eriksen","2026-04-25","2026-05-16","23.9","23.5","Closed"
"WI-1078","REQ-0533","MustShip","NAV-SENS","P-007","Grace Baptiste","2025-06-23","2025-08-03","12.8","15.9","Closed"
"WI-1079","REQ-0533","MustShip","NAV-SENS","P-003","Camille Villalobos","2025-05-21","2025-07-16","9.7","13.8","Closed"
"WI-1080","REQ-0534","ShouldShip","PWR-MGMT","P-011","Katya Fairweather","2025-09-13","2025-11-05","20.0","27.9","Closed"
"WI-1081","REQ-0534","ShouldShip","PWR-MGMT","P-016","Priya Quintana","2026-06-03","2026-06-07","26.5","20.2","Closed"
"WI-1082","REQ-0534","ShouldShip","PWR-MGMT","P-007","Grace Baptiste","2025-05-07","2025-06-23","30.3","40.0","Closed"
"WI-1083","REQ-0534","ShouldShip","PWR-MGMT","P-012","Liam Moreau","2025-07-25","2025-09-20","22.1","32.0","Closed"
"WI-1084","REQ-0537","MustShip","COMM-LNK","P-017","Quentin Zielinski","2026-03-18","2026-04-22","33.1","38.4","Closed"
"WI-1085","REQ-0537","MustShip","COMM-LNK","P-015","Olabisi Jindal","2026-06-19","2026-07-05","29.8","27.4","Closed"
"WI-1086","REQ-0537","MustShip","COMM-LNK","P-003","Camille Villalobos","2025-03-22","2025-03-28","2.3","1.8","Closed"
"WI-1087","REQ-0538","MustShip","DIAG-LOG","P-013","Mei Thackeray","2025-08-18","2025-09-11","6.6","6.7","Closed"
"WI-1088","REQ-0538","MustShip","DIAG-LOG","P-008","Hiroshi Ibarra","2025-07-19","2025-08-18","23.5","25.8","Closed"
"WI-1089","REQ-0539","MustShip","GND-CTRL","P-008","Hiroshi Ibarra","2025-04-21","2025-06-13","5.9","8.2","Closed"
"WI-1090","REQ-0539","MustShip","GND-CTRL","P-017","Quentin Zielinski","2025-03-12","2025-03-27","22.5","20.5","Closed"
"WI-1091","REQ-0540","ShouldShip","FLT-CTRL","P-012","Liam Moreau","2025-10-22","2025-12-16","9.6","13.6","Closed"
